CategoryID,CategoryName,TopicID,TopicName,TopicDifficult,TileID,TileName,TileImg
,,414,Testing Prep,Normal,1,Flashcard,
,,,,,2,Study Guide,
,,,,,3,Practice Test,
,,,,,4,Timer,
,,415,Library Items,Normal,1,Library Card,
,,,,,2,Catalog,
,,,,,3,Reading Nook,
,,,,,4,Check-Out Desk,
,,416,Administrative,Normal,1,Attendance Sheet,
,,,,,2,Syllabus,
,,,,,3,Progress Report,
,,,,,4,Parent Letter,
,,417,Scholarships,Normal,1,Grant,
,,,,,2,Fellowship,
,,,,,3,Scholarship,
,,,,,4,Tuition Waiver,
,,418,Science Lab,Normal,1,Microscope,
,,,,,2,Beaker,
,,,,,3,Bunsen Burner,
,,,,,4,Petri Dish,
,,419,Art Class,Normal,1,Easel,
,,,,,2,Paint Palette,
,,,,,3,Clay Wheel,
,,,,,4,Sketchbook,
,,420,Language Class,Normal,1,Dictionary,
,,,,,2,Flashcard Set,
,,,,,3,Grammar Book,
,,,,,4,Language Tape,
22,Places & Travel,421,Major Cities,Normal,1,New York,
,,,,,2,Los Angeles,
,,,,,3,Chicago,
,,,,,4,Houston,
,,422,Famous Landmarks,Normal,1,Statue Of Liberty,
,,,,,2,Eiffel Tower,
,,,,,3,Great Wall,
,,,,,4,Big Ben,
,,423,Natural Wonders,Normal,1,Grand Canyon,
,,,,,2,Niagara Falls,
,,,,,3,Mount Everest,
,,,,,4,Aurora Borealis,
,,424,Beaches,Normal,1,Bondi Beach,
,,,,,2,Waikiki,
,,,,,3,Cancun Beach,
,,,,,4,Malibu,
,,425,Mountains,Normal,1,Rockies,
,,,,,2,Andes,
,,,,,3,Alps,
,,,,,4,Himalayas,
,,426,Parks,Normal,1,Yellowstone,
,,,,,2,Yosemite,
,,,,,3,Banff,
,,,,,4,Kruger Park,
,,427,Islands,Normal,1,Bali,
,,,,,2,Iceland,
,,,,,3,Bahamas,
,,,,,4,Madagascar,
,,428,Transportation Hubs,Normal,1,Airport,
,,,,,2,Train Station,
,,,,,3,Bus Terminal,
,,,,,4,Seaport,
,,429,Hotels,Normal,1,Resort,
,,,,,2,Boutique Hotel,
,,,,,3,Hostel,
,,,,,4,Bed And Breakfast,
,,430,Cultural Sites,Normal,1,Museum,
,,,,,2,Art Gallery,
,,,,,3,Historic Fort,
,,,,,4,Temple,
,,431,Adventure Travel,Normal,1,Safari,
,,,,,2,Trek,
,,,,,3,Rafting Trip,
,,,,,4,Zipline Park,
,,432,Desert Destinations,Normal,1,Sahara,
,,,,,2,Gobi,
,,,,,3,Mojave,
,,,,,4,Atacama,
,,433,Coastal Towns,Normal,1,Monterey,
,,,,,2,Charleston,
,,,,,3,Savannah,
,,,,,4,Bar Harbor,
,,434,Countryside,Normal,1,Vineyard,
,,,,,2,Orchard,
,,,,,3,Farm Stay,
,,,,,4,Country Lane,
,,435,Theme Parks,Normal,1,Disneyland,
,,,,,2,Universal Studios,
,,,,,3,Six Flags,
,,,,,4,Dollywood,
,,436,Archaeology,Normal,1,Pyramid,
,,,,,2,Ruins,
,,,,,3,Ancient Temple,
,,,,,4,Dig Site,
,,437,Urban Attractions,Normal,1,Skyscraper,
,,,,,2,City Plaza,
,,,,,3,Market Street,
,,,,,4,Harborfront,
,,438,Winter Escapes,Normal,1,Ski Resort,
,,,,,2,Mountain Lodge,
,,,,,3,Hot Spring,
,,,,,4,Igloo Hotel,
,,439,Tropical Getaways,Normal,1,Lagoon,
,,,,,2,Reef,
,,,,,3,Jungle Lodge,
,,,,,4,Palm Cove,
,,440,Travel Documents,Normal,1,Passport,
,,,,,2,Boarding Pass,
,,,,,3,Visa,
,,,,,4,Travel Insurance,
23,Holidays & Traditions,441,Winter Holidays,Normal,1,Christmas,
,,,,,2,Hanukkah,
,,,,,3,Kwanzaa,
,,,,,4,New Year,
,,442,Spring Holidays,Normal,1,Easter,
,,,,,2,Passover,
,,,,,3,Ramadan,
,,,,,4,Holi,
,,443,Summer Holidays,Normal,1,Independence Day,
,,,,,2,Bastille Day,
,,,,,3,Canada Day,
,,,,,4,Midsummer,
,,444,Fall Holidays,Normal,1,Thanksgiving,
,,,,,2,Diwali,
,,,,,3,Harvest Festival,
,,,,,4,Rosh Hashanah,
,,445,Decorations,Normal,1,Ornament,
,,,,,2,Garland,
,,,,,3,Wreath,
,,,,,4,Lantern,
,,446,Parades,Normal,1,Float,
,,,,,2,Marching Band Parade,
,,,,,3,Balloon,
,,,,,4,Street Performer,
,,447,Traditional Foods,Normal,1,Roast Turkey,
,,,,,2,Latke,
,,,,,3,Matzah,
,,,,,4,Moon Cake,
,,448,Festive Drinks,Normal,1,Eggnog,
,,,,,2,Mulled Cider,
,,,,,3,Sparkling Wine,
,,,,,4,Holiday Punch,
,,449,Gift Giving,Normal,1,Gift Wrap,
,,,,,2,Stocking,
,,,,,3,Gift Card,
,,,,,4,Ribbon,
,,450,Winter Traditions,Normal,1,Snowman,
,,,,,2,Ice Rink,
,,,,,3,Caroling,
,,,,,4,Holiday Market,
,,451,Cultural Customs,Normal,1,Tea Ceremony,
,,,,,2,Lion Dance,
,,,,,3,Bonfire Night,
,,,,,4,Lantern Release,
,,452,Family Gatherings,Normal,1,Dinner Table,
,,,,,2,Family Reunion,
,,,,,3,Potluck,
,,,,,4,Game Night,
,,453,New Year Traditions,Normal,1,Countdown,
,,,,,2,Fireworks,
,,,,,3,Midnight Toast,
,,,,,4,Confetti,
,,454,Religious Events,Normal,1,Mass,
,,,,,2,Temple Visit,
,,,,,3,Pilgrimage,
,,,,,4,Baptism,
,,455,Festive Music,Normal,1,Carol,
,,,,,2,Holiday Playlist,
,,,,,3,Choir Performance,
,,,,,4,Street Musician,
,,456,Holiday Crafts,Normal,1,Gingerbread House,
,,,,,2,Paper Snowflake,
,,,,,3,Ornament Making,
,,,,,4,Wreath Craft,
,,457,Community Events,Normal,1,Tree Lighting,
,,,,,2,Street Fair,
,,,,,3,Farmers Market,
,,,,,4,Block Party,
,,458,Autumn Traditions,Normal,1,Pumpkin Patch,
,,,,,2,Corn Maze,
,,,,,3,Hayride,
,,,,,4,Apple Picking,
,,459,Valentine Traditions,Normal,1,Valentine Card,
,,,,,2,Chocolate Box,
,,,,,3,Flower Bouquet,
,,,,,4,Romantic Dinner,
,,460,Patriotic Traditions,Normal,1,Flag Raising,
,,,,,2,National Anthem,
,,,,,3,Firework Display,
,,,,,4,Parade Route,
24,Colors & Shapes,461,Primary Colors,Normal,1,Red,
,,,,,2,Blue,
,,,,,3,Yellow,
,,,,,4,Green,
,,462,Secondary Colors,Normal,1,Orange,
,,,,,2,Purple,
,,,,,3,Teal,
,,,,,4,Magenta,
,,463,Neutral Tones,Normal,1,Beige,
,,,,,2,Gray,
,,,,,3,Ivory,
,,,,,4,Taupe,
,,464,Earthy Shades,Normal,1,Olive,
,,,,,2,Rust,
,,,,,3,Terracotta,
,,,,,4,Mustard,
,,465,Pastel Shades,Normal,1,Lilac,
,,,,,2,Mint,
,,,,,3,Peach,
,,,,,4,Baby Blue,
,,466,Bright Shades,Normal,1,Neon Pink,
,,,,,2,Lime,
,,,,,3,Electric Blue,
,,,,,4,Chartreuse,
,,467,Metallics,Normal,1,Gold,
,,,,,2,Silver,
,,,,,3,Bronze,
,,,,,4,Copper,
,,468,Patterns,Normal,1,Striped,
,,,,,2,Polka Dot,
,,,,,3,Plaid,
,,,,,4,Chevron,
,,469,Basic Shapes,Normal,1,Circle,
,,,,,2,Square,
,,,,,3,Triangle,
,,,,,4,Rectangle,
,,470,3D Shapes,Normal,1,Cube,
,,,,,2,Sphere,
,,,,,3,Cylinder,
,,,,,4,Cone,
,,471,Math Shapes,Normal,1,Rhombus,
,,,,,2,Trapezoid,
,,,,,3,Parallelogram,
,,,,,4,Octagon,
,,472,Star Shapes,Normal,1,Five-Point Star,
,,,,,2,Six-Point Star,
,,,,,3,Eight-Point Star,
,,,,,4,Shooting Star,
,,473,Curves,Normal,1,Arc,
,,,,,2,Spiral,
,,,,,3,Oval,
,,,,,4,Ellipse,
,,474,Lines,Normal,1,Straight Line,
,,,,,2,Dashed Line,
,,,,,3,Zigzag,
,,,,,4,Wavy Line,
,,475,Textures,Normal,1,Matte,
,,,,,2,Glossy,
,,,,,3,Satin,
,,,,,4,Metallic Finish,
,,476,Warm Tones,Normal,1,Crimson,
,,,,,2,Scarlet,
,,,,,3,Amber,
,,,,,4,Marigold,
,,477,Cool Tones,Normal,1,Navy,
,,,,,2,Turquoise,
,,,,,3,Indigo,
,,,,,4,Slate,
,,478,Natural Colors,Normal,1,Forest Green,
,,,,,2,Sky Blue,
,,,,,3,Sand,
,,,,,4,Clay,
,,479,Monochrome,Normal,1,Charcoal,
,,,,,2,Graphite,
,,,,,3,Pearl,
,,,,,4,Snow,
,,480,Gem Tones,Normal,1,Emerald,
,,,,,2,Ruby,
,,,,,3,Sapphire,
,,,,,4,Amethyst,
25,Emotions & Personality,481,Happy Feelings,Normal,1,Joy,
,,,,,2,Delight,
,,,,,3,Cheer,
,,,,,4,Bliss,
,,482,Sad Feelings,Normal,1,Sorrow,
,,,,,2,Melancholy,
,,,,,3,Gloom,
,,,,,4,Despair,
,,483,Calm States,Normal,1,Serenity,
,,,,,2,Peace,
,,,,,3,Tranquility,
,,,,,4,Relaxation,
,,484,Anger States,Normal,1,Rage,
,,,,,2,Fury,
,,,,,3,Irritation,
,,,,,4,Wrath,
,,485,Confidence,Normal,1,Courage,
,,,,,2,Boldness,
,,,,,3,Assurance,
,,,,,4,Bravery,
,,486,Curiosity,Normal,1,Wonder,
,,,,,2,Inquisitiveness,
,,,,,3,Interest,
,,,,,4,Fascination,
,,487,Trust Traits,Normal,1,Honesty,
,,,,,2,Integrity,
,,,,,3,Reliability,
,,,,,4,Loyalty,
,,488,Energy Levels,Normal,1,Enthusiasm,
,,,,,2,Vigor,
,,,,,3,Drive,
,,,,,4,Zest,
,,489,Social Traits,Normal,1,Friendliness,
,,,,,2,Kindness,
,,,,,3,Empathy,
,,,,,4,Patience,
,,490,Leadership,Normal,1,Initiative,
,,,,,2,Vision,
,,,,,3,Charisma,
,,,,,4,Resolve,
,,491,Creativity,Normal,1,Imagination,
,,,,,2,Ingenuity,
,,,,,3,Originality,
,,,,,4,Resourcefulness,
,,492,Anxiety,Normal,1,Nervousness,
,,,,,2,Worry,
,,,,,3,Unease,
,,,,,4,Apprehension,
,,493,Motivation,Normal,1,Ambition,
,,,,,2,Determination,
,,,,,3,Persistence,
,,,,,4,Grit,
,,494,Playfulness,Normal,1,Humor,
,,,,,2,Mischief,
,,,,,3,Whimsy,
,,,,,4,Lightheartedness,
,,495,Caring,Normal,1,Compassion,
,,,,,2,Nurturing,
,,,,,3,Generosity,
,,,,,4,Support,
,,496,Respect,Normal,1,Courtesy,
,,,,,2,Humility,
,,,,,3,Tact,
,,,,,4,Politeness,
,,497,Resilience,Normal,1,Patience Trait,
,,,,,2,Endurance,
,,,,,3,Fortitude,
,,,,,4,Tenacity,
,,498,Alertness,Normal,1,Awareness,
,,,,,2,Attentiveness,
,,,,,3,Vigilance,
,,,,,4,Focus,
,,499,Honorable,Normal,1,Fairness,
,,,,,2,Responsibility,
,,,,,3,Ethics,
,,,,,4,Credibility,
,,500,Curated Quiet,Normal,1,Silence,
,,,,,2,Stillness,
,,,,,3,Composure,
,,,,,4,Poise,
26,,501,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,502,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,503,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,504,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,505,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,506,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,507,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,508,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,509,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,510,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,511,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,512,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,513,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,514,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,515,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,516,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,517,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,518,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,519,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,520,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
27,,521,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,522,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,523,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,524,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,525,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,526,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,527,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,528,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,529,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,530,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,531,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,532,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,533,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,534,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,535,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,536,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,537,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,538,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,539,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,540,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
28,,541,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,542,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,543,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,544,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,545,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,546,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,547,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,548,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,549,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,550,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,551,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,552,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,553,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,554,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,555,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,556,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,557,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,558,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,559,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,560,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
29,,561,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,562,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,563,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,564,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,565,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,566,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,567,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,568,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,569,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,570,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,571,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,572,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,573,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,574,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,575,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,576,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,577,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,578,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,579,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,580,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
30,,581,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,582,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,583,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,584,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,585,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,586,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,587,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,588,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,589,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,590,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,591,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,592,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,593,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,594,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,595,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,596,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,597,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,598,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,599,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,600,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
31,,601,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,602,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,603,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,604,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,605,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,606,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,607,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,608,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,609,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,610,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,611,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,612,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,613,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,614,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,615,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,616,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,617,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,618,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,619,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,620,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
32,,621,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,622,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,623,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,624,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,625,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,626,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,627,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,628,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,629,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,630,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,631,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,632,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,633,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,634,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,635,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,636,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,637,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,638,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,639,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,640,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
33,,641,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,642,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,643,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,644,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,645,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,646,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,647,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,648,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,649,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,650,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,651,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,652,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,653,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,654,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,655,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,656,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,657,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,658,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,659,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,660,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
34,,661,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,662,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,663,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,664,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,665,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,666,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,667,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,668,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,669,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,670,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,671,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,672,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,673,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,674,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,675,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,676,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,677,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,678,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,679,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,680,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
35,,681,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,682,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,683,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,684,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,685,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,686,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,687,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,688,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,689,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,690,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,691,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,692,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,693,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,694,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,695,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,696,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,697,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,698,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,699,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,700,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
36,,701,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,702,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,703,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,704,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,705,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,706,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,707,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
